"District/LEA","District #","School","School #","Private","Charter","T-I Prev.","T-I Curr.","Grades","Address","City","Zip","Map","Link","Stats","Phone","Fax","Chartered By","Opened","Closed","Principal/Director","Principal Name","Principal Email"
"Davis District","07","Kaysville School","140","Public","","","","Pre - 6","50 N 100 E","KAYSVILLE","84037","geo:41.035647,-111.935675","http://www.davis.k12.ut.us/schools/kaysville/","https://datagateway.schools.utah.gov/Schools/07140","801-402-3400","801-402-3401","","1967","","Principal","Meggan Nichols","mnichols@dsdmail.net"
"Davis District","07","King School","130","Public","","Title I","Title I","Pre - 6","601 E 1000 N","LAYTON","84041","geo:41.075236,-111.953502","http://www.davis.k12.ut.us/schools/king/","https://datagateway.schools.utah.gov/Schools/07130","801-402-3300","801-402-3301","","1977","","Principal","Daniel Hansen","dahansen@dsdmail.net"
"Davis District","07","Knowlton School","139","Public","","","","Pre - 6","801 SHEPARD LANE","FARMINGTON","84025","geo:41.000118,-111.905067","http://www.davis.k12.ut.us/schools/knowlton/","https://datagateway.schools.utah.gov/Schools/07139","801-402-3000","801-402-3001","","1980","","Principal","Lisa Larkin","llarkin@dsdmail.net"
"Davis District","07","Lakeside School","155","Public","","","","Pre - 6","2941 W 800 N","WEST POINT","84015","geo:41.124526,-112.082305","http://www.davis.k12.ut.us/155/site/default.asp","https://datagateway.schools.utah.gov/Schools/07155","801-402-2900","801-402-2901","","1999","","Principal","Kurt Farnsworth","kfarnsworth@dsdmail.net"
"Davis District","07","Layton High","710","Public","","","","10 - 12","440 N LANCER LANE","LAYTON","84041","geo:41.0653,-111.959194","http://lhs.davis.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/07710","801-402-4800","801-402-4801","","1966","","Principal","Ryck Astle","rastle@dsdmail.net"
"Davis District","07","Layton School","144","Public","","Title I","Title I","K - 6","369 W GENTILE","LAYTON","84041","geo:41.059608,-111.972998","http://www.davis.k12.ut.us/schools/layton/","https://datagateway.schools.utah.gov/Schools/07144","801-402-3500","801-402-3501","","1983","","Principal","","dihammer@dsdmail.net"
"Davis District","07","Legacy Jr High","424","Public","","","","7 - 9","411 N 3200 W","LAYTON","84041","geo:41.066247,-112.026433","http://www.davis.k12.ut.us/424/site/default.asp","https://datagateway.schools.utah.gov/Schools/07424","801-402-4700","801-402-4701","","2009","","Principal","","cbodily@dsdmail.net"
"Davis District","07","Lincoln School","143","Public","","Title I","Title I","Pre - 6","591 W 2000 N","LAYTON","84041","geo:41.088465,-111.976808","http://www.davis.k12.ut.us/143/site/default.asp","https://datagateway.schools.utah.gov/Schools/07143","801-402-2450","801-402-2451","","1965","","Principal","Sue Ann Caldwell","scaldwell@dsdmail.net"
"Davis District","07","Meadowbrook School","145","Public","","Title I","Title I","Pre - 6","700 N 325 W","BOUNTIFUL","84010","geo:40.896858,-111.888429","http://meadowbrook.davis.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/07145","801-402-1600","801-402-1601","","1964","","Principal","James Campbell","jamcampbell@dsdmail.net"
"Davis District","07","Millcreek Jr High","411","Public","","","","7 - 9","245 E 1000 S","BOUNTIFUL","84010","geo:40.879864,-111.875375","http://www.davis.k12.ut.us/411/site/default.asp","https://datagateway.schools.utah.gov/Schools/07411","801-402-6200","801-402-6201","","1967","","Principal","Jonathan Gochberg","jgochberg@dsdmail.net"
"Davis District","07","Morgan School","141","Public","","","","Pre - 6","1065 THORNFIELD RD","KAYSVILLE","84037","geo:41.051653,-111.9196","http://www.davis.k12.ut.us/schools/morgan/","https://datagateway.schools.utah.gov/Schools/07141","801-402-3450","801-402-3451","","1979","","Principal","Alisha Johnson","akjohnson@dsdmail.net"
"Davis District","07","Mountain High","730","Public","","","","10 - 12","490 S 500 E","KAYSVILLE","84037","geo:41.028493,-111.927891","http://mhs.davis.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/07730","801-402-0450","801-402-0451","","1983","","Administrator","Gregory Wuthrich","gwuthrich@dsdmail.net"
"Davis District","07","Mountain View School","154","Public","","","","Pre - 6","2025 E 3100 N","LAYTON","84040","geo:41.104827,-111.928024","http://www.davis.k12.ut.us/schools/mountainview/","https://datagateway.schools.utah.gov/Schools/07154","801-402-3700","801-402-3701","","1995","","Principal","","cmudrow@dsdmail.net"
"Davis District","07","Mueller Park Jr High","413","Public","","","","7 - 9","995 E 1800 S","BOUNTIFUL","84010","geo:40.872545,-111.861111","http://mpjh.davis.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/07413","801-402-6300","801-402-6301","","1982","","Principal","Kellie Mudrow","kmudrow@dsdmail.net"
"Davis District","07","Muir School","142","Public","","","","K - 6","2275 S DAVIS BLVD","BOUNTIFUL","84010","geo:40.86472,-111.870573","http://www.davis.k12.ut.us/schools/muir/","https://datagateway.schools.utah.gov/Schools/07142","801-402-1550","081-402-1551","","1968","","Principal","Scott Richardson","srichardson@dsdmail.net"
"Davis District","07","North Davis Jr High","412","Public","","Title I","Title I","7 - 9","835 S STATE ST","CLEARFIELD","84015","geo:41.102154,-112.012246","http://www.davis.k12.ut.us/412/site/default.asp","https://datagateway.schools.utah.gov/Schools/07412","801-402-6500","801-402-6501","","1939","","Principal","Tyler Poll","tpoll@dsdmail.net"
"Davis District","07","North Layton Jr High","414","Public","","","","7 - 9","1100 W 2000 N","LAYTON","84041","geo:41.090048,-111.986202","http://www.davis.k12.ut.us/414/site/default.asp","https://datagateway.schools.utah.gov/Schools/07414","801-402-6600","801-402-6601","","1968","","Principal","Edward Campbell","ecampbell@dsdmail.net"
"Davis District","07","Northridge High","711","Public","","","","10 - 12","2430 N HILLFIELD RD","LAYTON","84041","geo:41.095468,-111.970723","http://www.davis.k12.ut.us/711/site/default.asp","https://datagateway.schools.utah.gov/Schools/07711","801-402-8500","801-402-8501","","1993","","Principal","","brhunt@dsdmail.net"
"Davis District","07","Oak Hills School","146","Public","","","","Pre - 6","1235 E 600 S","BOUNTIFUL","84010","geo:40.883124,-111.85514","http://www.davis.k12.ut.us/146/site/default.asp?","https://datagateway.schools.utah.gov/Schools/07146","801-402-1650","801-402-1651","","1962","","Principal","Michael Page","mpage@dsdmail.net"
"Davis District","07","Odyssey School","167","Public","","","","Pre - 6","2050 S 1955 W","WOODS CROSS","84087","geo:40.8690391,-111.9398237","http://www.davis.k12.ut.us/Domain/8175","https://datagateway.schools.utah.gov/Schools/07167","801-402-0200","801-402-0201","","2014","","Principal","","jpeters@dsdmail.net"
"Davis District","07","Online School","235","Public","","","","K - 8","45 E STATE ST","FARMINGTON","84025","geo:40.980781,-111.887297","","https://datagateway.schools.utah.gov/Schools/07235","801-402-5261","","","2003","","Director","Carolyn Ingles","cingles@dsdmail.net"
"Davis District","07","Orchard School","147","Public","","","","Pre - 6","205 E CENTER STREET","NORTH SALT LAKE","84054","geo:40.842685,-111.906418","http://www.davis.k12.ut.us/schools/orchard/","https://datagateway.schools.utah.gov/Schools/07147","801-402-1700","801-402-1701","","1963","","Principal","Michael Volmar","mvolmar@dsdmail.net"
"Davis District","07","Parkside School","121","Public","","","","K - 6","2262 N 1500 W","CLINTON","84015","geo:41.146487,-112.054591","http://www.davis.k12.ut.us/schools/parkside/","https://datagateway.schools.utah.gov/Schools/07121","801-402-1150","801-402-1151","","2006","","Principal","Sandra Carmony","scarmony@dsdmail.net"
"Davis District","07","Reading School","150","Public","","","","K - 6","360 W 2025 N","CENTERVILLE","84014","geo:40.947959,-111.884256","http://www.davis.k12.ut.us/schools/reading/index.html","https://datagateway.schools.utah.gov/Schools/07150","801-402-1750","801-402-1751","","1984","","Principal","","shughes@dsdmail.net"
"Davis District","07","Renaissance Academy","733","Public","","","","K - 12","264 S 500 EAST","KAYSVILLE","84037","geo:41.030534,-111.926557","http://www.davis.k12.ut.us/schools/davisjr/","https://datagateway.schools.utah.gov/Schools/07733","801-402-0350","801-402-0351","","1990","","Principal","Blake Daniels","bdaniels@dsdmail.net"
"Davis District","07","Sand Springs School","160","Public","","","","K - 6","242 N 3200 W","LAYTON","84041","geo:41.063511,-112.025078","http://www.davis.k12.ut.us/160/site/default.asp","https://datagateway.schools.utah.gov/Schools/07160","801-402-3850","801-402-3851","","2004","","Principal","","jschaap@dsdmail.net"
"Davis District","07","Shoreline Junior High","428","Public","","","","7 - 9","1150 S Westside Drive","LAYTON","84041","geo:41.0435828,-111.9973694","shorelinejr.davis.k12.ut.us","https://datagateway.schools.utah.gov/Schools/07428","801-402-7700","801-402-7701","","2019","","Principal","Edward Barker","ebarker@dsdmail.net"
"Davis District","07","Snow Horse School","162","Public","","","","K - 6","1095 W SMITH LANE","KAYSVILLE","84037","geo:41.022608,-111.959901","http://www.davis.k12.ut.us/162/site/default.asp","https://datagateway.schools.utah.gov/Schools/07162","801-402-7350","801-402-7351","","2007","","Principal","Joni Slater","jslater@dsdmail.net"
"Davis District","07","South Clearfield School","156","Public","","Title I","Title I","Pre - 6","990 E 700 S","CLEARFIELD","84015","geo:41.102865,-112.007949","http://www.davis.k12.ut.us/schools/sclearfield/","https://datagateway.schools.utah.gov/Schools/07156","801-402-2500","801-402-2501","","1950","","Principal","Robert Kinghorn","rkinghorn@dsdmail.net"
"Davis District","07","South Davis Jr High","416","Public","","","","7 - 9","298 W 2600 S","BOUNTIFUL","84010","geo:40.862146,-111.887725","http://www.davis.k12.ut.us/416/site/default.asp","https://datagateway.schools.utah.gov/Schools/07416","801-402-6400","801-402-6401","","1957","","Principal","Travis Lund","tlund@dsdmail.net"
"Davis District","07","South Weber School","158","Public","","","","K - 6","1285 E LESTER ST","SOUTH WEBER","84405","geo:41.131615,-111.947463","http://www.davis.k12.ut.us/schools/sweber/","https://datagateway.schools.utah.gov/Schools/07158","801-402-3750","801-402-3751","","1976","","Principal","Marjorie Conrad","mconrad@dsdmail.net"
"Davis District","07","Star Transition","660","Public","","","","7 - 12","97 S 200 EAST","FARMINGTON","84025","geo:41.028857,-111.925981","http://www.davis.k12.ut.us/21381032216243907/blank/browse.asp?a=383&BMDRN=2000&BCOB=0&c=58657&213810","https://datagateway.schools.utah.gov/Schools/07660","801-402-5975","","","2002","","Principal","",""
"Davis District","07","Stewart School","159","Public","","","","K - 6","1155 N MAIN ST","CENTERVILLE","84014","geo:40.931251,-111.879735","http://www.davis.k12.ut.us/schools/stewart/","https://datagateway.schools.utah.gov/Schools/07159","801-402-1850","801-402-1851","","1978","","Principal","Amanda Keller","amkeller@dsdmail.net"
"Davis District","07","Sunset Jr High","418","Public","","","","7 - 9","1610 N 250 W","SUNSET","84015","geo:41.137179,-112.029924","http://www.davis.k12.ut.us/418/site/default.asp","https://datagateway.schools.utah.gov/Schools/07418","801-402-6700","801-402-6701","","1963","","Principal","Brock Jackman","bjackman@dsdmail.net"
"Davis District","07","Sunset School","164","Public","","Title I","Title I","K - 6","2014 N 250 W","SUNSET","84015","geo:41.142614,-112.030082","http://sunset.davis.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/07164","801-402-2550","801-402-2551","","1954","","Principal","Jodi Rees","jlrees@dsdmail.net"
"Davis District","07","Syracuse High","716","Public","","","","10 - 12","665 S 2000 W","SYRACUSE","84075","geo:41.081,-112.064454","http://www.davis.k12.ut.us/716/site/default.asp","https://datagateway.schools.utah.gov/Schools/07716","801-402-7900","801-402-7901","","2007","","Principal","Jed Johansen","jjohansen@dsdmail.net"
"Davis District","07","Syracuse Jr High","420","Public","","","","7 - 9","1450 S 2000 W","SYRACUSE","84075","geo:41.0929,-112.065702","http://www.davis.k12.ut.us/schools/sjh/","https://datagateway.schools.utah.gov/Schools/07420","801-402-6800","801-402-6801","","1986","","Principal","Jeffrey Jorgensen","jjorgensen@dsdmail.net"
"Davis District","07","Syracuse School","168","Public","","","","Pre - 6","1503 S 2000 W","SYRACUSE","84075","geo:41.092298,-112.063821","http://www.davis.k12.ut.us/168/site/default.asp","https://datagateway.schools.utah.gov/Schools/07168","801-402-2600","801-402-2601","","1915","","Principal","Marilyn Merkley","mamerkley@dsdmail.net"
"Davis District","07","Taylor School","138","Public","","","","Pre - 6","293 E PAGES LN","CENTERVILLE","84014","geo:40.907003,-111.875024","http://taylor.davis.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/07138","801-402-1500","801-402-1501","","1954","","Principal","Christopher Laypath","claypath@dsdmail.net"
"Davis District","07","Tolman School","172","Public","","","","Pre - 6","300 E 1200 N","BOUNTIFUL","84010","geo:40.901038,-111.87528","http://www.davis.k12.ut.us/schools/tolman/","https://datagateway.schools.utah.gov/Schools/07172","801-402-1900","801-402-1901","","1954","","Principal","Vickie Jessen","vjessen@dsdmail.net"
"Davis District","07","Vae View School","193","Public","","Title I","Title I","Pre - 6","1750 W 1600 N","LAYTON","84041","geo:41.083457,-111.998499","http://www.davis.k12.ut.us/schools/vaeview/","https://datagateway.schools.utah.gov/Schools/07193","801-402-2800","801-402-2801","","1962","","Principal","","dpendergast@dsdmail.net"
"Davis District","07","Valley View School","194","Public","","","","K - 6","1395 S 600 E","BOUNTIFUL","84010","geo:40.874401,-111.868346","http://www.davis.k12.ut.us/schools/valleyview/","https://datagateway.schools.utah.gov/Schools/07194","801-402-2050","801-402-2051","","1961","","Principal","Kimberly Johnston","kjohnston@dsdmail.net"
"Davis District","07","Viewmont High","712","Public","","","","10 - 12","120 W 1000 N","BOUNTIFUL","84010","geo:40.900593,-111.882712","http://www.davis.k12.ut.us/712/site/default.asp","https://datagateway.schools.utah.gov/Schools/07712","801-402-4200","801-402-4201","","1983","","Principal","Jason Smith","jasmith@dsdmail.net"
"Davis District","07","Wasatch School","180","Public","","Title I","Title I","Pre - 6","270 E CENTER ST","CLEARFIELD","84015","geo:41.11349,-112.021221","http://www.davis.k12.ut.us/schools/wasatch/","https://datagateway.schools.utah.gov/Schools/07180","801-402-2650","801-402-2651","","1954","","Principal","Chris Bertoldi","cbertoldi@dsdmail.net"
"Davis District","07","Washington School","182","Public","","Title I","","null","340 W 650 S","BOUNTIFUL","84010","geo:40.882651,-111.888966","http://www.davis.k12.ut.us/schools/washington/","https://datagateway.schools.utah.gov/Schools/07182","801-402-1950","801-402-1951","","1966","2019","Principal","Sandra Carmony","scarmony@dsdmail.net"
"Davis District","07","West Bountiful School","184","Public","","","","Pre - 6","750 W 400 N","WEST BOUNTIFUL","84087","geo:40.894864,-111.900597","http://www.davis.k12.ut.us/schools/wbountiful/","https://datagateway.schools.utah.gov/Schools/07184","801-402-2000","801-402-2001","","1908","","Principal","Regina Oechsle","roechsle@dsdmail.net"
"Davis District","07","West Clinton School","186","Public","","","","Pre - 6","2826 W 1800 N","CLINTON","84015","geo:41.140484,-112.080326","http://www.davis.k12.ut.us/schools/wclinton/","https://datagateway.schools.utah.gov/Schools/07186","801-402-2700","801-402-2701","","1987","","Principal","Ryan Vannatter","rvannatter@dsdmail.net"
